"entry_id","incident_id","incident_type","description","location","county","severity","lat","lon","lanes","create_time","start_time","last_update","direction","vehicles_involved","lanes_status","participants","traffic_alert","additional_data","source","op_center","recorded_at"
"795","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:22:45","2025-04-01 08:40:58","2025-04-01 09:22:45.297","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:29:05.87268-04"
"798","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:29:21","2025-04-01 08:40:58","2025-04-01 09:29:23.013","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:30:05.868391-04"
"801","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:29:21","2025-04-01 08:40:58","2025-04-01 09:29:23.013","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:31:05.870968-04"
"804","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:31:21","2025-04-01 08:40:58","2025-04-01 09:31:23.805","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:32:05.865311-04"
"807","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:31:21","2025-04-01 08:40:58","2025-04-01 09:31:23.805","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:33:05.873361-04"
"810","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:31:21","2025-04-01 08:40:58","2025-04-01 09:31:23.805","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:34:05.87327-04"
"814","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:31:21","2025-04-01 08:40:58","2025-04-01 09:31:23.805","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:35:05.892175-04"
"818","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:35:20","2025-04-01 08:40:58","2025-04-01 09:35:25.279","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:36:05.897643-04"
"822","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:35:20","2025-04-01 08:40:58","2025-04-01 09:35:25.279","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:37:05.910663-04"
"826","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:37:20","2025-04-01 08:40:58","2025-04-01 09:37:20.926","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:38:05.918042-04"
"830","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:37:20","2025-04-01 08:40:58","2025-04-01 09:37:20.926","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:39:05.944649-04"
"834","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:37:20","2025-04-01 08:40:58","2025-04-01 09:37:20.926","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:40:05.925059-04"
"838","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:37:20","2025-04-01 08:40:58","2025-04-01 09:37:20.926","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:41:05.970777-04"
"842","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:37:20","2025-04-01 08:40:58","2025-04-01 09:37:20.926","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:42:05.941061-04"
"846","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:37:20","2025-04-01 08:40:58","2025-04-01 09:37:20.926","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:43:05.958797-04"
"850","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:43:45","2025-04-01 08:40:58","2025-04-01 09:43:48.433","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:44:05.964294-04"
"854","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:43:45","2025-04-01 08:40:58","2025-04-01 09:43:48.433","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:45:05.969564-04"
"858","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:45:21","2025-04-01 08:40:58","2025-04-01 09:45:24.081","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:46:05.985224-04"
"860","e4007c4397eb03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP AT EXIT 33 MD 185 CONNECTICUT AVE (IL) (MM 34.0)","Incident @ I-495 INNER LOOP AT EXIT 33 MD 185 CONNECTICUT AVE (IL) (MM 34.0)","Montgomery",2,"39.00509","-77.08157","RS (closed), L4 (closed), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:45:51","2025-04-01 09:33:55","2025-04-01 09:45:54.313","Inner Loop","0 vehicles involved.","1/4 Inner Loop-right Traffic Lane, right Shoulder closed","CHART Unit - 00614SG, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 09:46:05.986782-04"
"862","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:45:21","2025-04-01 08:40:58","2025-04-01 09:45:24.081","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:47:06.027115-04"
"864","e4007c4397eb03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP AT EXIT 33 MD 185 CONNECTICUT AVE (IL) (MM 34.0)","Incident @ I-495 INNER LOOP AT EXIT 33 MD 185 CONNECTICUT AVE (IL) (MM 34.0)","Montgomery",2,"39.00509","-77.08157","RS (closed), L4 (closed), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:45:51","2025-04-01 09:33:55","2025-04-01 09:45:54.313","Inner Loop","0 vehicles involved.","1/4 Inner Loop-right Traffic Lane, right Shoulder closed","CHART Unit - 00614SG, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 09:47:06.028562-04"
"866","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:48:05.991373-04"
"870","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:49:06.033686-04"
"874","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:50:05.998813-04"
"878","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:51:06.001924-04"
"882","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:52:06.017505-04"
"886","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:53:06.020708-04"
"890","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:54:06.021952-04"
"892","e4007c4397eb03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 OUTER LOOP PAST EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Incident @ I-495 OUTER LOOP PAST EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Montgomery",2,"39.006393","-77.07116","RS (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (closed)","2025-04-01 09:53:23","2025-04-01 09:33:55","2025-04-01 09:53:27.837","Outer Loop","0 vehicles involved.","Outer Loop-right Shoulder closed","CHART Unit - 00614SG, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 09:54:06.023384-04"
"894","e7fffeda8ede03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 28B MD 650 NEW HAMPSHIRE AVE (IL)","Montgomery",2,"39.01969","-76.98085","RS (closed), Rt OffRamp (open), Rt Accel (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (open)","2025-04-01 09:47:20","2025-04-01 08:40:58","2025-04-01 09:47:24.885","Inner Loop","0 vehicles involved.","Inner Loop-right Shoulder closed","CHART Unit - 00614SG",False,"{}",NULL,NULL,"2025-04-01 09:55:06.058279-04"
"896","e4007c4397eb03eb0067d32ec4235c0a","Debris In Roadway","Incident @ I-495 OUTER LOOP PAST EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Incident @ I-495 OUTER LOOP PAST EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Montgomery",2,"39.006393","-77.07116","RS (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), RS (closed)","2025-04-01 09:54:21","2025-04-01 09:33:55","2025-04-01 09:54:23.153","Outer Loop","0 vehicles involved.","Outer Loop-right Shoulder closed","CHART Unit - 00614SG, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 09:55:06.05974-04"
"1281","d600670aa51c03ec0067d32ec4235c0a","Debris In Roadway","Incident @ MD 200 WEST PRIOR TO EXIT 8B-A MD 97 GEORGIA AVE (WB) (MM 9.1)","Incident @ MD 200 WEST PRIOR TO EXIT 8B-A MD 97 GEORGIA AVE (WB) (MM 9.1)","Montgomery",2,"39.11278","-77.06054","RS (open), L3 (open), L2 (open), L1 (closed), LS (closed), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 13:02:47","2025-04-01 13:02:02","2025-04-01 13:02:51.886","West","0 vehicles involved.","1/3 Westbound-left Traffic Lane, left Shoulder closed","MDTA ICC CP - 1",False,"{}",NULL,NULL,"2025-04-01 13:03:09.117694-04"
"1487","19008312ac3403ec0067d32ec4235c0a","Off Road Activity","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Montgomery",2,"39.00649","-77.07033","RS (open), Rt Accel (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (closed), RS (closed)","2025-04-01 14:45:08","2025-04-01 14:44:34","2025-04-01 14:45:09.753","Outer Loop","0 vehicles involved.","1/4 Outer Loop-right Traffic Lane, right Shoulder closed","CHART Unit - 07747SG",False,"{}",NULL,NULL,"2025-04-01 14:45:09.762035-04"
"1490","19008312ac3403ec0067d32ec4235c0a","Off Road Activity","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.7)","Montgomery",2,"39.00649","-77.07033","RS (open), Rt Accel (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (closed), RS (closed)","2025-04-01 14:45:58","2025-04-01 14:44:34","2025-04-01 14:46:00.079","Outer Loop","0 vehicles involved.","1/4 Outer Loop-right Traffic Lane, right Shoulder closed","Priv. Tow Light Duty, CHART Unit - 07747SG",False,"{}",NULL,NULL,"2025-04-01 14:46:09.769931-04"
"1493","19008312ac3403ec0067d32ec4235c0a","Off Road Activity","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.1)","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.1)","Montgomery",2,"39.012505","-77.06337","RS (open), Rt Accel (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (closed), RS (closed)","2025-04-01 14:46:58","2025-04-01 14:44:34","2025-04-01 14:47:00.418","Outer Loop","0 vehicles involved.","1/4 Outer Loop-right Traffic Lane, right Shoulder closed","Priv. Tow Light Duty, CHART Unit - 07747SG",False,"{}",NULL,NULL,"2025-04-01 14:47:09.780442-04"
"1496","19008312ac3403ec0067d32ec4235c0a","Off Road Activity","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.1)","Incident @ I-495 OUTER LOOP PRIOR TO EXIT 33 MD 185 CONNECTICUT AVE (OL) (MM 33.1)","Montgomery",2,"39.012505","-77.06337","RS (open), Rt Accel (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (closed), RS (closed)","2025-04-01 14:46:58","2025-04-01 14:44:34","2025-04-01 14:47:00.418","Outer Loop","0 vehicles involved.","1/4 Outer Loop-right Traffic Lane, right Shoulder closed","Priv. Tow Light Duty, CHART Unit - 07747SG",False,"{}",NULL,NULL,"2025-04-01 14:48:09.78262-04"
